pid,title,language,original_label,rights,location_of_original,photographer_or_studio,scanned_from,_date,location,description,additional_notes,permission_display,on_server,on_website
SHA-03-078,SHA-03-078,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15,2002-2004,"Khartoum, Coptic Club",Sharhabil Ahmed and Abdel Rahman al Abanodi,,yes,no,no
SHA-03-078,SHA-03-078,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15,2002-2004,الخرطوم، نادي القبطي,شرحبيل احمد وعبد الرحمن الابنودي,,yes,no,no
SHA-03-079,SHA-03-079,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 13.9,1965,Khartoum,Sharhabil Ahmed,,yes,no,no
SHA-03-079,SHA-03-079,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 13.9,1965,الخرطوم,شرحبيل احمد,,yes,no,no
SHA-03-080,SHA-03-080,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.9 by 13.9,1965,Khartoum,Sharhabil Ahmed with flute,,yes,no,no
SHA-03-080,SHA-03-080,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.9 by 13.9,1965,الخرطوم,شرحبيل احمد بالفلوت,,yes,no,no
SHA-03-081,SHA-03-081,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 13.9,1957-1959,Omdurman,Sharhabil Ahmed,"""In the first days before I began jazz music"" when he first joined Omdurman radio",yes,no,no
SHA-03-081,SHA-03-081,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 13.9,1957-1959,امدرمان,شرحبيل احمد,"""الايام الاولى قبل الدخول في موسيقى (جاز)""",yes,no,no
SHA-03-082,SHA-03-082,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.2 by 15.2,1960s,Khartoum,Sharhabil Ahmed and Mahdi 'Ali at wedding,,yes,no,no
SHA-03-082,SHA-03-082,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.2 by 15.2,1960s,الخرطوم,شرحبيل احمد ومهدي علي في حفل زواج,,yes,no,no
SHA-03-083,SHA-03-083,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,1991-1992,Khartoum Hilton ,Ramadan Concert Sharhabil Ahmed Kamil Hussain ٍShahira Sharhabil Nahid Sharhabil,,yes,no,no
SHA-03-083,SHA-03-083,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,1991-1992,الخرطوم، هلتون,حفلة رمضان من ضمنهم شرحبيل احمد كامل حسين وشهرية شرحبيل وناهد شرحبيل,,yes,no,no
SHA-03-084,SHA-03-084,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 12.6,August 1991,Khartoum,Concert Kamil Hussain 'Ali Yagoub,,yes,no,no
SHA-03-084,SHA-03-084,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 12.6,August 1991,الخرطوم,حفلة كامل حسين علي يعقوب,,yes,no,no
SHA-03-085,SHA-03-085,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 12.6,October 27 1990,Khartoum,portrait of band with Kojaja Adam Khalil Sharhabil Ahmed 'Ali Yagoub Kamil Hussain Abdel Aziz,,yes,no,no
SHA-03-085,SHA-03-085,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 12.6,October 27 1990,الخرطوم,صورة من الفرقة من ضمنهم كوجاجا ادم خليل شرحبيل احمد علي يعقوب كامل حسين,,yes,no,no
SHA-04-001,SHA-04-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.7 by 12.7,1964-1965,"Khartoum, Educational Publishing House",Director Mahdi 'Ali Sharafi Chief Editor of Sibyan Rida Muhammad Osman Editor Muhammad Osman al Shaigi,,yes,no,no
SHA-04-001,SHA-04-001,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.7 by 12.7,1964-1965,الخرطوم، دار النشر التربوي,المدير مهدي علي شرفي سكرتير تحرير الصبيان رضا محمد عثمان المحرر محمد عثمان الشايقي,,yes,no,no
SHA-04-002,SHA-04-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 13.8,1964-1965,"Khartoum, Educational Publishing House",Sharhabil Ahmed and Sa'eed Gasimallah,,yes,no,no
SHA-04-002,SHA-04-002,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 13.8,1964-1965,الخرطوم، دار النشر التربوي,شرحبيل احمد وسعيد قسم الله ,,yes,no,no
SHA-04-003,SHA-04-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,1964-1965,"Khartoum, Educational Publishing House",Sharhabil Ahmed with al Subyan ,,yes,no,no
SHA-04-003,SHA-04-003,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,1964-1965,الخرطوم، دار النشر التربوي,شرحبيل احمد مع الصبيان,,yes,no,no
SHA-04-004,SHA-04-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.6 by 17.6,1960s,"Khartoum, Educational Publishing House",Group of men including Salah Shahin Director Ibrahim Doweilbait Isma'il Muhammad al Amin Sharhabil Ahmed and a group of workers in the publishing house,,yes,no,no
SHA-04-004,SHA-04-004,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 12.6 by 17.6,1960s,الخرطوم، دار النشر التربوي,صلاح شاهين وعاملين بدار النشر والمدير ابراهيم ضوالبيت واسماعيل محمد الامين وشرحبيل احمد ,,yes,no,no
SHA-05-001,SHA-05-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.2 by 13.1,1963,Uganda,Muhammad Saroji Ahmed Daoud Mahdi 'Ali and Sharhabil Ahmed,,yes,no,no
SHA-05-001,SHA-05-001,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.2 by 13.1,1963,يوغندا,محمد سروجي واحمد داوؤد ومهدي علي وشرحبيل احمد,,yes,no,no
SHA-05-002,SHA-05-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,Saudi Arabian Ministry of Information,postcard 11.7 by 17.1,,Saudi Arabia,Postcard of the Kaaba,,yes,no,no
SHA-05-002,SHA-05-002,ar,,شرحبيل احمد,شرحبيل احمد,وزارة الاعلام السعودي,postcard 11.7 by 17.1,,السعودية,الكعبة,,yes,no,no
SHA-05-003,SHA-05-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.6 by 16.6,late 1960s,"Omdurman, Omdurman Artists' Union",Jazz band group with Sharhabil Ahmed and Kemal Kela,,yes,no,no
SHA-05-003,SHA-05-003,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.6 by 16.6,late 1960s,امدرمان، اتحاد الفنانين,مجموعة فرقة الجاز مع شرحبيل احمد وكمال كيلا,,yes,no,no
SHA-05-004,SHA-05-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.7 by 16.2,1960s,,Sharhabil Ahmed and Hassan Saroji in a plane,,yes,no,no
SHA-05-004,SHA-05-004,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.7 by 16.2,1960s,,شرحبيل احمد وحسن سروجي في طائرة,,yes,no,no
SHA-05-005,SHA-05-005,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.1 by 16.5,early 1960s,Omdurman,Ahmed Ibrahim Daoud with drums,,yes,no,no
SHA-05-005,SHA-05-005,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 12.1 by 16.5,early 1960s,امدرمان,احمد ابراهيم داوؤد مع درامز,,yes,no,no
SHA-05-006,SHA-05-006,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 6.3 by 8.9,early 1960s,"Omdurman, Abdel Gayoum Gate",Sharhabil Ahmed with two others,,yes,no,no
SHA-05-006,SHA-05-006,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 6.3 by 8.9,early 1960s,امدرمان، بوابة عبد القيوم,شرحبيل احمد مع شخصان اخر,,yes,no,no
SHA-05-007,SHA-05-007,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.4,1963-1964,Port Sudan,Group including Muhammad Isma'il Kamil Hussain Ahmed Daoud and Mahdi 'Ali Ibrahim,,yes,no,no
SHA-05-007,SHA-05-007,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.3 by 10.4,1963-1964,بورتسودان,محمد اسماعيل كامل حسين احمد داوؤد مهدي علي ابراهيم,,yes,no,no
SHA-06-001,SHA-06-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 11.3,1990,"Bahrain, National Museum",Sharhabil Ahmed at a conference,,yes,no,no
SHA-06-001,SHA-06-001,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 11.3,1990,البحرين، المتحف القومي,شرحبيل احمد في مؤتمر,,yes,no,no
SHA-06-002,SHA-06-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.7 by 9.9,late 1960s,"Khartoum, Khartoum Cultural Club","Stokeley Carmichael visiting with members of ""Jazz Club Number 1""",,yes,yes,yes
SHA-06-002,SHA-06-002,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.7 by 9.9,late 1960s,الخرطوم، نادي ثقافي,زيارة ستوكلي كارمايكل مع اعضاء نادي جاز نمرة واحدة,,yes,yes,yes
SHA-06-003,SHA-06-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9.5 by 14.3,late 1970s,"Khartoum, Sports Park",Shihab Sharhabil and school children,,yes,no,no
SHA-06-003,SHA-06-003,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 9.5 by 14.3,late 1970s,الخرطوم، دار الرياضة,شهاب شرحبيل وطلاب المدرسة,,yes,no,no
SHA-06-004,SHA-06-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9.9 by 12.6,1971-1972,Khartoum,"Drummer in Sharhabil Ahmed's band, Ethiopian-Sudanese, named 'Adil",,yes,no,no
SHA-06-004,SHA-06-004,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 9.9 by 12.6,1971-1972,الخرطوم,عازف درامز في فرقة شرحبيل اثيوبي سوداني اسمه عادل,,yes,no,no
SHA-06-005,SHA-06-005,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 12.6,1980s,Khartoum,Hamid Osman,,yes,no,no
SHA-06-005,SHA-06-005,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 12.6,1980s,الخرطوم,حامد عثمان ,,yes,no,no
SHA-06-006,SHA-06-006,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 12.6,1980s,Khartoum,Ali Yagoub Kabashi,,yes,no,no
SHA-06-006,SHA-06-006,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 12.6,1980s,الخرطوم,علي يعقوب كباشي ,,yes,no,no
SHA-06-007,SHA-06-007,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 13,March 1982,Khartoum,Sharhabil Ahmed and his band,,yes,no,no
SHA-06-007,SHA-06-007,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 13,March 1982,الخرطوم,شرحبيل احمد و فرقته,,yes,no,no
SHA-06-008,SHA-06-008,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.1 by 18.3,1970s,Khartoum,Sharhabil Ahmed with government officials,,yes,no,no
SHA-06-008,SHA-06-008,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 12.1 by 18.3,1970s,الخرطوم,شرحبيل احمد مع مسؤولين حكومي,,yes,no,no
SHA-07-001,SHA-07-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,,poster 20.2 by 29.7,1977,Khartoum,Announcement of Sharhabil Ahmed performance before the Civil Aviation department,,yes,yes,yes
SHA-07-001,SHA-07-001,ar,,شرحبيل احمد,شرحبيل احمد,,poster 20.2 by 29.7,1977,الخرطوم,تكريم شرحبيل احمد من قبل مصلحة الطيران المدني,,yes,yes,yes
SHA-07-002,SHA-07-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.9 by 16.7,8/9/1977,"Khartoum, Civil Aviation Club",Audience at Sharhabil Ahmed concert,,yes,no,no
SHA-07-002,SHA-07-002,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.9 by 16.7,8/9/1977,الخرطوم، نادي الطيران المدني,جمهور في حفل تكريم شرحبيل احمد,,yes,no,no
SHA-07-003,SHA-07-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.6 by 16.8,7/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed and Radio Announcer Faisal at concert,,yes,no,no
SHA-07-003,SHA-07-003,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.6 by 16.8,7/9/1977,الخرطوم، نادي الطيران المدني,شرحبيل احمد ومزيع فيصل في حفل تكريم شرحبيل احمد,,yes,no,no
SHA-07-004,SHA-07-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.2 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed members of his band and radio announcer Faisal at concert,,yes,no,no
SHA-07-004,SHA-07-004,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.2 by 16.8,8/9/1977,الخرطوم، نادي الطيران المدني,شرحبيل احمد واعضاء فرقته ومذيع الحفل فيصل في حفل تكريم شرحبيل احمد,,yes,no,no
SHA-07-005,SHA-07-005,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed and another person at concert,,yes,no,no
SHA-07-005,SHA-07-005,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.4 by 16.8,8/9/1977,الخرطوم، نادي الطيران المدني,شرحبيل احمد وشخص اخر في حفل تكريم شرحبيل احمد,,yes,no,no
SHA-07-006,SHA-07-006,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,7/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed and Faisal at concert,,yes,no,no
SHA-07-006,SHA-07-006,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.4 by 16.8,7/9/1977,الخرطوم، نادي الطيران المدني,شرحبيل احمد و فيصل في حفل تكريم شرحبيل احمد,,yes,no,no
SHA-07-007,SHA-07-007,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed and another person at concert,,yes,no,no
SHA-07-007,SHA-07-007,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.4 by 16.8,8/9/1977,الخرطوم، نادي الطيران المدني,شرحبيل احمد وشخص اخر في حفل تكريم شرحبيل احمد,,yes,no,no
SHA-07-008,SHA-07-008,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed ,,yes,no,no
SHA-07-008,SHA-07-008,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.4 by 16.8,8/9/1977,الخرطوم، نادي الطيران المدني,شرحبيل احمد,,yes,no,no
SHA-07-009,SHA-07-009,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed with someone else,,yes,no,no
SHA-07-009,SHA-07-009,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.4 by 16.8,8/9/1977,الخرطوم، نادي الطيران المدني,شرحبيل احمد وشخص اخر في حفل تكريم شرحبيل احمد,,yes,no,no
SHA-07-010,SHA-07-010,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.4 by 16.8,8/9/1977,"Khartoum, Civil Aviation Club",Sharhabil Ahmed Kamil Hussain and 'Ali Yagoub Kabashi performing,,yes,no,no
SHA-07-010,SHA-07-010,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 10.4 by 16.8,8/9/1977,الخرطوم، نادي الطيران المدني,عازفين شرحبيل احمد كامل حسين وعلي يعقوب كباشي,,yes,no,no
SHA-08-001,SHA-08-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,Studio Salah Sennar City,photograph 8.6 by 13.5,6/12/1964,Sennar,Mahdi 'Ali Kamil Hussain Sharhabil Ahmed and a fan,,yes,no,no
SHA-08-001,SHA-08-001,ar,,شرحبيل احمد,شرحبيل احمد,ستديو صلاح سنار المدينة,photograph 8.6 by 13.5,6/12/1964,سنار,مهدي علي وكامل حسين وشرحبيل احمد ومعجب,,yes,no,no
SHA-08-002,SHA-08-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.3 by 20.3,1971-1972,"Khartoum, New Saint James",Sharhabil Ahmed's band,,yes,no,no
SHA-08-002,SHA-08-002,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 12.3 by 20.3,1971-1972,الخرطوم، نيو سانت جيمس,فرقة شرحبيل احمد,,yes,no,no
SHA-08-003,SHA-08-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.3 by 20.3,1971-1972,"Khartoum, New Saint James",Sharhabil Ahmed and his band,,yes,yes,yes
SHA-08-003,SHA-08-003,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 12.3 by 20.3,1971-1972,الخرطوم، نيو سانت جيمس,شرحبيل احمد وفرقته,,yes,yes,yes
SHA-09-001,SHA-09-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.5 by 8.9,1964,southern sudan,Sharhabil Ahmed's band and others in front of a bus,,yes,no,no
SHA-09-001,SHA-09-001,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.5 by 8.9,1964,جنوب السودان,فرقة شرحبيل احمد واخرون امام حافلة,,yes,no,no
SHA-09-002,SHA-09-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.5,1964,southern sudan,Sharhabil Ahmed's band and fans,,yes,no,no
SHA-09-002,SHA-09-002,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.3 by 10.5,1964,جنوب السودان,فرقة شرحبيل احمد ومعجبين,,yes,no,no
SHA-09-003,SHA-09-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.5,1964,southern sudan,Sharhabil Ahmed's band and others,,yes,no,no
SHA-09-003,SHA-09-003,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.3 by 10.5,1964,جنوب السودان,فرقة شرحبيل احمد واخرون,,yes,no,no
SHA-09-004,SHA-09-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.5,1964,southern sudan,Sharhabil ِAhmed's band and others,,yes,no,no
SHA-09-004,SHA-09-004,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.3 by 10.5,1964,جنوب السودان,فرقة شرحبيل احمد واخرون,,yes,no,no
SHA-09-005,SHA-09-005,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.5,1964,southern sudan,Sharhabil ِAhmed's band and others,,yes,no,no
SHA-09-005,SHA-09-005,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.3 by 10.5,1964,جنوب السودان,فرقة شرحبيل احمد واخرون,,yes,no,no
SHA-09-006,SHA-09-006,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.2 by 10.5,1964,southern sudan,Sharhabil Ahmed's band and others,,yes,no,no
SHA-09-006,SHA-09-006,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.2 by 10.5,1964,جنوب السودان,فرقة شرحبيل احمد واخرون,,yes,no,no
SHA-09-007,SHA-09-007,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.4 by 10.5,1964,Malakal,Ahmed Ibrahim Daoud,,yes,no,no
SHA-09-007,SHA-09-007,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.4 by 10.5,1964,ملكال,احمد ابراهيم داوؤد,,yes,no,no
SHA-09-008,SHA-09-008,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.4 by 10.5,1964,southern sudan,Sharhabil Ahmed's band and others,,yes,no,no
SHA-09-008,SHA-09-008,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.4 by 10.5,1964,جنوب السودان,فرقة شرحبيل احمد واخرون,,yes,no,no
SHA-09-009,SHA-09-009,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.4 by 10.5,1964,southern sudan,Sharhabil Ahmed's band and others,,yes,no,no
SHA-09-009,SHA-09-009,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.4 by 10.5,1964,جنوب السودان,فرقة شرحبيل احمد واخرون,,yes,no,no
SHA-09-010,SHA-09-010,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.4 by 10.5,1964,southern sudan,Sharhabil Ahmed and another person in front of an airplane,,yes,no,no
SHA-09-010,SHA-09-010,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.4 by 10.5,1964,جنوب السودان,شرحبيل احمد وشخص اخر امام طائرة,,yes,no,no
SHA-09-011,SHA-09-011,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.5 by 10.5,1965,Tunisia,Sharhabil Ahmed's band and others,,yes,no,no
SHA-09-011,SHA-09-011,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.5 by 10.5,1965,تونس,فرقة شرحبيل احمد واخرون,,yes,no,no
SHA-09-012,SHA-09-012,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.6,1964,southern sudan,Sharhabil Ahmed's band and others,,yes,no,no
SHA-09-012,SHA-09-012,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.3 by 10.6,1964,جنوب السودان,فرقة شرحبيل احمد واخرون,,yes,no,no
SHA-09-013,SHA-09-013,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.4,1964,southern sudan,Sharhabil Ahmed,,yes,no,no
SHA-09-013,SHA-09-013,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.3 by 10.4,1964,جنوب السودان,شرحبيل احمد,,yes,no,no
SHA-09-014,SHA-09-014,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.5,1964,Wau,Sharhabil Ahmed's band and someone else,,yes,no,no
SHA-09-014,SHA-09-014,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.3 by 10.5,1964,واو,فرقة شرحبيل احمد وشخص اخر,,yes,no,no
SHA-09-015,SHA-09-015,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.4 by 10.4,1964,Malakal,Prisoners dancing,,yes,yes,yes
SHA-09-015,SHA-09-015,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 7.4 by 10.4,1964,ملكال,السجناء راقصين,,yes,yes,yes
SHA-10-001,SHA-10-001,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 6.9 by 9.8,1969-1970,"Khartoum, Amarat",Sharhabil Ahmed and friend dancing,,yes,no,no
SHA-10-001,SHA-10-001,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 6.9 by 9.8,1969-1970,الخرطوم، العمارات,شرحبيل احمد وصديقه راقصان,,yes,no,no
SHA-10-002,SHA-10-002,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 6.9 by 9.8,1969-1970,"Khartoum, Amarat",Friends of Sharhabil Ahmed,,yes,no,no
SHA-10-002,SHA-10-002,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 6.9 by 9.8,1969-1970,الخرطوم، العمارات,أصحاب شرحبيل احمد,,yes,no,no
SHA-10-003,SHA-10-003,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 6.9 by 9.8,1969-1970,"Khartoum, Amarat",Friends of Sharhabil Ahmed,,yes,no,no
SHA-10-003,SHA-10-003,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 6.9 by 9.8,1969-1970,الخرطوم، العمارات,أصحاب شرحبيل احمد,,yes,no,no
SHA-10-004,SHA-10-004,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 6.9 by 9.9,1969-1970,"Khartoum, Amarat",Friends of Sharhabil Ahmed dancing,,yes,no,no
SHA-10-004,SHA-10-004,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 6.9 by 9.9,1969-1970,الخرطوم، العمارات,أصحاب شرحبيل احمد راقصين,,yes,no,no
SHA-10-005,SHA-10-005,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 6.9 by 9.10,1969-1970,"Khartoum, Amarat",Friends of Sharhabil Ahmed dancing,,yes,no,no
SHA-10-005,SHA-10-005,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 6.9 by 9.10,1969-1970,الخرطوم، العمارات,أصحاب شرحبيل احمد راقصين,,yes,no,no
SHA-10-006,SHA-10-006,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 6.9 by 9.11,1969-1970,"Khartoum, Amarat",Friends of Sharhabil Ahmed dancing,,yes,no,no
SHA-10-006,SHA-10-006,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 6.9 by 9.11,1969-1970,الخرطوم، العمارات,أصحاب شرحبيل احمد راقصين,,yes,no,no
SHA-10-007,SHA-10-007,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.7 by 9.1,late 1950s,"Khartoum, Zoo",Sharhabil Ahmed al Tayeb Muhammad Sa'eed and another,,yes,no,no
SHA-10-007,SHA-10-007,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.7 by 9.1,late 1950s,الخرطوم، حديقة الحيوان,شرحبيل احمد الطيب محمد سعيد وشخص اخر,,yes,no,no
SHA-10-008,SHA-10-008,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8 by 8.4,1954-1955,"Khartoum, Sudan University, College of Fine Arts",Sharhabil Ahmed and a friend,,yes,no,no
SHA-10-008,SHA-10-008,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8 by 8.4,1954-1955,الخرطوم، جامعية السودان كلية، الفنون الجميلة,شرحبيل احمد وصديقه,,yes,no,no
SHA-10-009,SHA-10-009,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.6 by 9,1958,"Khartoum, Zoo",Sharhabil Ahmed and al Tayeb Muhammad Sa'eed,,yes,no,no
SHA-10-009,SHA-10-009,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.6 by 9,1958,الخرطوم، حديقة الحيوان,شرحبيل احمد والطيب محمد سعيد,,yes,no,no
SHA-10-010,SHA-10-010,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 6.4 by 9.1,1959-1960,Khartoum,Kamil Hussain,,yes,no,no
SHA-10-010,SHA-10-010,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 6.4 by 9.1,1959-1960,الخرطوم,كامل حسين,,yes,no,no
SHA-10-011,SHA-10-011,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.7 by 9,late 1950s,"Khartoum, Zoo",Sharhabil Ahmed al Tayeb Muhammad Sa'eed and another,,yes,no,no
SHA-10-011,SHA-10-011,ar,,شرحبيل احمد,شرحبيل احمد,,photograph 8.7 by 9,late 1950s,الخرطوم، حديقة الحيوان,شرحبيل احمد الطيب محمد سعيد وشخص اخر,,yes,no,no
SHA-10-012,SHA-10-012,en,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.2 by 15.2,09/08/1980,"Khartoum, Afra Center",Nasir al Din Shulgami Sharhabil Ahmed and Muhammad 'Afifi,,yes,no,no
